DATASET,fold,AM,alpha,features,accuracy,sensitivity,specificity
tcga.R-BRCA,5,DC,0.25,"11546,12274,2593,6792,8086,12371,12362,11138,9742,8740,3227,11525,56285,10619,5112,38033,9797,7518,3226,5362,37382,16881,9162,28483,27406,35617,30516,29965,2037,48755,12087,3516,46994,27493,12554,37584,11323,12124,55385,9743,17939,7028,1456,7228,17784,17886,16940,9166,42335,45669,7077,6159,12157,16545,17135,9553,3247,11510,13752,57,13733,32149,6453,4981,11600,12838,5894,6988,9053,45075,36039,11559,24799,41128,3480,11937,15810,12768,42870,1371,11105,1426",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,5,DC,0.3,"11546,12274,2593,6792,8086,12371,12362,11138,9742,8740,3227,11525,56285,10619,5112,38033,9797,7518,3226,5362,37382,16881,9162,28483,27406,35617,30516,29965,2037,48755,12087,3516,46994,27493,12554,37584,11323,12124,55385,9743,17939,7028,1456,7228,17784,17886,16940,9166,42335,45669,7077,6159,12157,16545,17135,9553,3247,11510,13752,57,13733,32149,6453,4981,11600,12838,5894,6988,9053,45075,36039,11559,24799,41128,3480,11937,15810,12768,42870,1371,11105,1426",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,5,DC,0.35,"11546,12274,2593,6792,8086,12371,12362,11138,9742,8740,3227,11525,56285,10619,5112,38033,9797,7518,3226,5362,37382,16881,9162,28483,27406,35617,30516,29965,2037,48755,12087,3516,46994,27493,12554,37584,11323,12124,55385,9743,17939,7028,1456,7228,17784,17886,16940,9166,42335,45669,7077,6159,12157,16545,17135,9553,3247,11510,13752,57,13733,32149,6453,4981,11600,12838,5894,6988,9053,45075,36039,11559,24799,41128,3480,11937,15810,12768,42870,1371,11105,1426",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,5,DC,0.4,"11546,12274,2593,6792,8086,12371,12362,11138,9742,8740,3227,11525,56285,10619,5112,38033,9797,7518,3226,5362,37382,16881,9162,28483,27406,35617,30516,29965,2037,48755,12087,3516,46994,27493,12554,37584,11323,12124,55385,9743,17939,7028,1456,7228,17784,17886,16940,9166,42335,45669,7077,6159,12157,16545,17135,9553,3247,11510,13752,57,13733,32149,6453,4981,11600,12838,5894,6988,9053,45075,36039,11559,24799,41128,3480,11937,15810,12768,42870,1371,11105,1426",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,5,DC,0.45,"11546,12274,2593,6792,8086,12371,12362,11138,9742,8740,3227,11525,56285,10619,5112,38033,9797,7518,3226,5362,37382,16881,9162,28483,27406,35617,30516,29965,2037,48755,12087,3516,46994,27493,12554,37584,11323,12124,55385,9743,17939,7028,1456,7228,17784,17886,16940,9166,42335,45669,7077,6159,12157,16545,17135,9553,3247,11510,13752,57,13733,32149,6453,4981,11600,12838,5894,6988,9053,45075,36039,11559,24799,41128,3480,11937,15810,12768,42870,1371,11105,1426",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,5,DC,0.5,"11546,12274,2593,6792,8086,12371,12362,11138,9742,8740,3227,11525,56285,10619,5112,38033,9797,7518,3226,5362,37382,16881,9162,28483,27406,35617,30516,29965,2037,48755,12087,3516,46994,27493,12554,37584,11323,12124,55385,9743,17939,7028,1456,7228,17784,17886,16940,9166,42335,45669,7077,6159,12157,16545,17135,9553,3247,11510,13752,57,13733,32149,6453,4981,11600,12838,5894,6988,9053,45075,36039,11559,24799,41128,3480,11937,15810,12768,42870,1371,11105,1426",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,5,DC,0.55,"11546,12274,2593,6792,8086,12371,12362,11138,9742,8740,3227,11525,56285,10619,5112,38033,9797,7518,3226,5362,37382,16881,9162,28483,27406,35617,30516,29965,2037,48755,12087,3516,46994,27493,12554,37584,11323,12124,55385,9743,17939,7028,1456,7228,17784,17886,16940,9166,42335,45669,7077,6159,12157,16545,17135,9553,3247,11510,13752,57,13733,32149,6453,4981,11600,12838,5894,6988,9053,45075,36039,11559,24799,41128,3480,11937,15810,12768,42870,1371,11105,1426",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,5,DC,0.6,"11546,12274,2593,6792,8086,12371,12362,11138,9742,8740,3227,11525,56285,10619,5112,38033,9797,7518,3226,5362,37382,16881,9162,28483,27406,35617,30516,29965,2037,48755,12087,3516,46994,27493,12554,37584,11323,12124,55385,9743,17939,7028,1456,7228,17784,17886,16940,9166,42335,45669,7077,6159,12157,16545,17135,9553,3247,11510,13752,57,13733,32149,6453,4981,11600,12838,5894,6988,9053,45075,36039,11559,24799,41128,3480,11937,15810,12768,42870,1371,11105,1426",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,5,DC,0.65,"11546,12274,2593,6792,8086,12371,12362,11138,9742,8740,3227,11525,56285,10619,5112,38033,9797,7518,3226,5362,37382,16881,9162,28483,27406,35617,30516,29965,2037,48755,12087,3516,46994,27493,12554,37584,11323,12124,55385,9743,17939,7028,1456,7228,17784,17886,16940,9166,42335,45669,7077,6159,12157,16545,17135,9553,3247,11510,13752,57,13733,32149,6453,4981,11600,12838,5894,6988,9053,45075,36039,11559,24799,41128,3480,11937,15810,12768,42870,1371,11105,1426",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,5,DC,0.7,"11546,12274,2593,6792,8086,12371,12362,11138,9742,8740,3227,11525,56285,10619,5112,38033,9797,7518,3226,5362,37382,16881,9162,28483,27406,35617,30516,29965,2037,48755,12087,3516,46994,27493,12554,37584,11323,12124,55385,9743,17939,7028,1456,7228,17784,17886,16940,9166,42335,45669,7077,6159,12157,16545,17135,9553,3247,11510,13752,57,13733,32149,6453,4981,11600,12838,5894,6988,9053,45075,36039,11559,24799,41128,3480,11937,15810,12768,42870,1371,11105,1426",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,5,DC,0.75,"11546,12274,2593,6792,8086,12371,12362,11138,9742,8740,3227,11525,56285,10619,5112,38033,9797,7518,3226,5362,37382,16881,9162,28483,27406,35617,30516,29965,2037,48755,12087,3516,46994,27493,12554,37584,11323,12124,55385,9743,17939,7028,1456,7228,17784,17886,16940,9166,42335,45669,7077,6159,12157,16545,17135,9553,3247,11510,13752,57,13733,32149,6453,4981,11600,12838,5894,6988,9053,45075,36039,11559,24799,41128,3480,11937,15810,12768,42870,1371,11105,1426",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,5,DC,0.8,"11546,12274,2593,6792,8086,12371,12362,11138,9742,8740,3227,11525,56285,10619,5112,38033,9797,7518,3226,5362,37382,16881,9162,28483,27406,35617,30516,29965,2037,48755,12087,3516,46994,27493,12554,37584,11323,12124,55385,9743,17939,7028,1456,7228,17784,17886,16940,9166,42335,45669,7077,6159,12157,16545,17135,9553,3247,11510,13752,57,13733,32149,6453,4981,11600,12838,5894,6988,9053,45075,36039,11559,24799,41128,3480,11937,15810,12768,42870,1371,11105,1426",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,5,DC,0.85,"11546,12274,2593,6792,8086,12371,12362,11138,9742,8740,3227,11525,56285,10619,5112,38033,9797,7518,3226,5362,37382,16881,9162,28483,27406,35617,30516,29965,2037,48755,12087,3516,46994,27493,12554,37584,11323,12124,55385,9743,17939,7028,1456,7228,17784,17886,16940,9166,42335,45669,7077,6159,12157,16545,17135,9553,3247,11510,13752,57,13733,32149,6453,4981,11600,12838,5894,6988,9053,45075,36039,11559,24799,41128,3480,11937,15810,12768,42870,1371,11105,1426",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,5,DC,0.9,"11546,12274,2593,6792,8086,12371,12362,11138,9742,8740,3227,11525,56285,10619,5112,38033,9797,7518,3226,5362,37382,16881,9162,28483,27406,35617,30516,29965,2037,48755,12087,3516,46994,27493,12554,37584,11323,12124,55385,9743,17939,7028,1456,7228,17784,17886,16940,9166,42335,45669,7077,6159,12157,16545,17135,9553,3247,11510,13752,57,13733,32149,6453,4981,11600,12838,5894,6988,9053,45075,36039,11559,24799,41128,3480,11937,15810,12768,42870,1371,11105,1426",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,5,MMD,0.1,,,,
tcga.R-BRCA,5,MMD,0.15,,,,
tcga.R-BRCA,5,MMD,0.2,,,,
tcga.R-BRCA,5,MMD,0.25,,,,
tcga.R-BRCA,5,MMD,0.3,,,,
tcga.R-BRCA,5,MMD,0.35,,,,
tcga.R-BRCA,5,MMD,0.4,,,,
tcga.R-BRCA,5,MMD,0.45,,,,
tcga.R-BRCA,5,MMD,0.5,"10619,11559",0.9736842105263158,0.9855072463768116,0.8571428571428571
tcga.R-BRCA,5,MMD,0.55,"10619,11559",0.9736842105263158,0.9782608695652174,0.9285714285714286
tcga.R-BRCA,5,MMD,0.6,"10619,11559",0.9736842105263158,0.9855072463768116,0.8571428571428571
tcga.R-BRCA,5,MMD,0.65,"10619,11559",0.9736842105263158,0.9855072463768116,0.8571428571428571
tcga.R-BRCA,5,MMD,0.7,"11546,10619,11559",0.9671052631578947,0.9927536231884058,0.7142857142857143
tcga.R-BRCA,5,MMD,0.75,"11546,10619,11559",0.9671052631578947,0.9927536231884058,0.7142857142857143
tcga.R-BRCA,5,MMD,0.8,"11546,10619,11559",0.9671052631578947,0.9927536231884058,0.7142857142857143
tcga.R-BRCA,5,MMD,0.85,"11546,10619,11559",0.9671052631578947,0.9927536231884058,0.7142857142857143
tcga.R-BRCA,5,MMD,0.9,"11546,10619,11559",0.9736842105263158,0.9927536231884058,0.7857142857142857
tcga.R-BRCA,6,pearson_correlation,0.1,,,,
tcga.R-BRCA,6,pearson_correlation,0.15,,,,
tcga.R-BRCA,6,pearson_correlation,0.2,,,,
tcga.R-BRCA,6,pearson_correlation,0.25,,,,
tcga.R-BRCA,6,pearson_correlation,0.3,,,,
tcga.R-BRCA,6,pearson_correlation,0.35,,,,
tcga.R-BRCA,6,pearson_correlation,0.4,,,,
tcga.R-BRCA,6,pearson_correlation,0.45,,,,
tcga.R-BRCA,6,pearson_correlation,0.5,,,,
tcga.R-BRCA,6,pearson_correlation,0.55,,,,
tcga.R-BRCA,6,pearson_correlation,0.6,,,,
tcga.R-BRCA,6,pearson_correlation,0.65,,,,
tcga.R-BRCA,6,pearson_correlation,0.7,,,,
tcga.R-BRCA,6,pearson_correlation,0.75,"2627,10543,12091,6132,4211,2969,8351,12671,1689,8523,2825,15409,14594,8456,3344,22071,16198,9511,24081,3182,8372,6804,151,11232,14065,1980,799,4696,42436,13364,22172,6518,15411,10462,6305,13818,14949,4746,10561,2917,9759,8374,8357,5892,3181,7944,12082,10269,493,10571,7020,6544,7179,1156,12116,14356,16680,10824",0.993421052631579,1.0,0.9333333333333333
tcga.R-BRCA,6,pearson_correlation,0.8,"2627,10543,12091,6132,4211,2969,8351,12671,1689,8523,2825,15409,14594,8456,3344,22071,16198,9511,24081,3182,8372,6804,151,11232,14065,1980,799,4696,42436,13364,22172,6518,15411,10462,6305,13818,14949,4746,10561,2917,9759,8374,8357,5892,3181,7944,12082,10269,493,10571,7020,6544,7179,1156,12116,14356,16680,10824",0.993421052631579,1.0,0.9333333333333333
tcga.R-BRCA,6,pearson_correlation,0.85,"2627,10543,12091,6132,4211,2969,8351,12671,1689,8523,2825,15409,14594,8456,3344,22071,16198,9511,24081,3182,8372,6804,151,11232,14065,1980,799,4696,42436,13364,22172,6518,15411,10462,6305,13818,14949,4746,10561,2917,9759,8374,8357,5892,3181,7944,12082,10269,493,10571,7020,6544,7179,1156,12116,14356,16680,10824",0.993421052631579,1.0,0.9333333333333333
tcga.R-BRCA,6,pearson_correlation,0.9,"2627,10543,12091,6132,4211,2969,8351,12671,1689,8523,2825,15409,14594,8456,3344,22071,16198,9511,24081,3182,8372,6804,151,11232,14065,1980,799,4696,42436,13364,22172,6518,15411,10462,6305,13818,14949,4746,10561,2917,9759,8374,8357,5892,3181,7944,12082,10269,493,10571,7020,6544,7179,1156,12116,14356,16680,10824",0.993421052631579,1.0,0.9333333333333333
tcga.R-BRCA,3,HSIC,0.1,,,,
tcga.R-BRCA,3,HSIC,0.15,,,,
tcga.R-BRCA,3,HSIC,0.2,,,,
tcga.R-BRCA,3,HSIC,0.25,,,,
tcga.R-BRCA,3,HSIC,0.3,,,,
tcga.R-BRCA,3,HSIC,0.35,,,,
tcga.R-BRCA,3,HSIC,0.4,,,,
tcga.R-BRCA,3,HSIC,0.45,,,,
tcga.R-BRCA,3,HSIC,0.5,,,,
tcga.R-BRCA,3,HSIC,0.55,,,,
tcga.R-BRCA,3,HSIC,0.6,,,,
tcga.R-BRCA,3,HSIC,0.65,,,,
tcga.R-BRCA,3,HSIC,0.7,"11546,49475,12371,10619,8740,9744,2593,12362,11525,54469,11687,37382,53850,27493,7074,6792,5112,9166,12274,12587,7518,46662,45669,11937,25370,5521,16940,11559,7393,4544,9797,11600,42335,42870,15810,27272,26383",0.9868421052631579,0.9927536231884058,0.9285714285714286
tcga.R-BRCA,3,HSIC,0.75,"11546,49475,12371,10619,8740,9744,2593,12362,11525,5362,54469,11687,7717,37382,53850,7028,27493,7074,6792,5112,9166,12274,12587,7518,46662,7077,45669,11937,25370,5521,16940,11559,12768,7393,9743,4544,9797,11600,42335,42870,15810,27272,3316,26383",0.9868421052631579,0.9927536231884058,0.9285714285714286
tcga.R-BRCA,3,HSIC,0.8,"11546,49475,12371,10619,8740,9744,2593,12362,11525,5362,54469,11687,7717,37382,53850,7028,27493,7074,6792,5112,9166,12274,12587,7518,46662,7077,45669,11937,25370,5521,16940,11559,12768,7393,9743,4544,9797,11600,42335,42870,15810,27272,3316,26383",0.9868421052631579,0.9927536231884058,0.9285714285714286
tcga.R-BRCA,3,HSIC,0.85,"11546,49475,12371,10619,8740,34260,9744,2593,12362,9553,11525,5362,54469,11687,28577,7717,37382,3226,4594,53850,7028,27493,7074,6792,5112,9166,16881,2037,12274,12587,7518,46662,7077,45669,11937,25370,5521,16940,11559,921,12768,7393,17886,9743,4544,9797,11600,42335,13733,42870,15810,27272,3316,46278,26383",0.9868421052631579,0.9927536231884058,0.9285714285714286
tcga.R-BRCA,3,HSIC,0.9,"11546,49475,12371,10619,8740,34260,9744,2593,12362,9553,11525,5362,54469,11687,28577,7717,37382,3226,4594,53850,7028,27493,7074,6792,5112,9166,16881,2037,12274,12587,7518,46662,7077,45669,11937,25370,5521,16940,11559,921,12768,7393,17886,9743,4544,9797,11600,42335,13733,42870,15810,27272,3316,46278,26383",0.993421052631579,0.9927536231884058,1.0
tcga.R-BRCA,4,DC,0.1,"11546,6792,16881,10619,2593,27406,2010,9744,5112,12362,30516,12087,3516,7518,38033,28483,48755,2037,46994,7028,27493,25370,12124,16940,11105,12587,57,1456,6988,9166,42870,12838,13752,4544,17939,45075,1633,3247,7074,2991,11559,12157,24799,6159,32149,4981,6666,17514,11937,11600,13733,7228,13879,13455,15810,54524,28577,1426,9553,6379,12787,17886",0.9802631578947368,0.9855072463768116,0.9285714285714286
tcga.R-BRCA,4,DC,0.15,"11546,12274,6792,16881,10619,2593,27406,9742,2010,56285,9744,5112,12362,30516,5894,12087,3516,7518,38033,28483,48755,2037,46994,7028,27493,25370,12124,16940,11105,12587,57,1456,6988,9166,42870,12838,13752,4544,17939,45075,1633,3247,7074,2991,11559,12157,24799,6159,32149,4594,4981,6666,17514,11937,11600,13733,7228,13879,13455,15810,54524,28577,1426,9553,6379,12787,17886",0.9802631578947368,0.9855072463768116,0.9285714285714286
tcga.R-BRCA,4,DC,0.2,"11546,12274,6792,16881,10619,2593,27406,11138,9742,2010,56285,9744,5112,12362,30516,5894,12087,3516,7518,38033,28483,48755,2037,46994,7028,27493,16284,25370,9743,7695,12124,16940,11105,12587,57,7077,1456,6988,9166,42870,12838,13752,4544,17939,45075,1633,3247,45669,7074,2991,11559,12157,24799,6159,32149,4594,4981,6666,17514,11937,11600,13733,7228,13879,13455,15810,54524,28577,1426,9553,6379,12787,17886",0.9802631578947368,0.9855072463768116,0.9285714285714286
tcga.R-BRCA,4,DC,0.25,"11546,12274,6792,16881,10619,2593,27406,11138,9742,2010,56285,9744,5112,12362,30516,5894,12087,3516,7518,38033,28483,48755,2037,46994,7028,27493,16284,25370,9743,7695,12124,16940,11105,12587,57,7077,1456,6988,9166,42870,12838,13752,4544,17939,45075,1633,3247,45669,7074,2991,11559,12157,24799,6159,32149,4594,4981,6666,17514,11937,11600,13733,7228,13879,13455,15810,54524,28577,1426,9553,6379,12787,17886",0.9802631578947368,0.9855072463768116,0.9285714285714286
tcga.R-BRCA,4,DC,0.3,"11546,12274,6792,16881,10619,2593,27406,11138,9742,2010,56285,9744,5112,12362,11687,30516,5894,12087,3516,7518,55385,38033,28483,48755,2037,46994,7028,27493,16284,25370,9743,7695,12124,16940,11105,12587,57,9797,7077,1456,6988,9166,42870,12838,11500,13752,4544,17939,45075,1633,3247,45669,7074,2991,11559,12157,24799,6159,32149,4594,4981,6666,17514,11937,11600,13733,7228,13879,15498,13455,15810,54524,28577,1426,9553,6379,12787,17886",0.9802631578947368,0.9855072463768116,0.9285714285714286
tcga.R-BRCA,4,DC,0.35,"11546,12274,6792,16881,10619,2593,27406,11138,9742,2010,56285,9744,5112,12362,11687,30516,5894,12087,3516,7518,55385,38033,28483,48755,2037,46994,7028,27493,16284,25370,9743,7695,12124,16940,11105,12587,57,9797,7077,1456,6988,9166,42870,12838,11500,13752,4544,17939,45075,1633,3247,45669,7074,2991,11559,12157,24799,6159,32149,4594,4981,6666,17514,11937,11600,13733,7228,13879,15498,13455,15810,54524,28577,1426,9553,6379,12787,17886",0.9802631578947368,0.9855072463768116,0.9285714285714286
tcga.R-BRCA,4,DC,0.4,"11546,12274,6792,16881,10619,2593,27406,11138,9742,2010,56285,9744,5112,12362,11687,30516,5894,12087,3516,7518,55385,38033,28483,48755,2037,46994,7028,27493,16284,25370,9743,7695,12124,16940,11105,12587,57,9797,7077,1456,6988,9166,42870,12838,11500,13752,4544,17939,45075,1633,3247,45669,7074,2991,11559,12157,24799,6159,32149,4594,4981,6666,17514,11937,11600,13733,7228,13879,15498,13455,15810,54524,28577,1426,9553,6379,12787,17886",0.9802631578947368,0.9855072463768116,0.9285714285714286
tcga.R-BRCA,4,DC,0.45,"11546,12274,6792,16881,10619,2593,27406,11138,9742,2010,56285,9744,5112,12362,11687,30516,5894,12087,3516,7518,55385,38033,28483,48755,2037,46994,7028,27493,16284,25370,9743,7695,12124,16940,11105,12587,57,9797,7077,1456,6988,9166,42870,12838,11500,13752,4544,17939,45075,1633,3247,45669,7074,2991,11559,12157,24799,6159,32149,4594,4981,6666,17514,11937,11600,13733,7228,13879,15498,13455,15810,54524,28577,1426,9553,6379,12787,17886",0.9802631578947368,0.9855072463768116,0.9285714285714286
tcga.R-BRCA,4,DC,0.5,"11546,12274,6792,16881,10619,2593,27406,11138,9742,2010,56285,9744,5112,12362,11687,30516,5894,12087,3516,7518,55385,38033,28483,48755,2037,46994,7028,27493,16284,25370,9743,7695,12124,16940,11105,12587,57,9797,7077,1456,6988,9166,42870,12838,11500,13752,4544,17939,45075,1633,3247,45669,7074,2991,11559,12157,24799,6159,32149,4594,4981,6666,17514,11937,11600,13733,7228,13879,15498,13455,15810,54524,28577,1426,9553,6379,12787,17886",0.9802631578947368,0.9855072463768116,0.9285714285714286
tcga.R-BRCA,4,DC,0.55,"11546,12274,6792,16881,10619,2593,27406,11138,9742,2010,56285,9744,5112,12362,11687,30516,5894,12087,3516,7518,55385,38033,28483,48755,2037,46994,7028,27493,16284,25370,9743,7695,12124,16940,11105,12587,57,9797,7077,1456,6988,9166,42870,12838,11500,13752,4544,17939,45075,1633,3247,45669,7074,2991,11559,12157,24799,6159,32149,4594,4981,6666,17514,11937,11600,13733,7228,13879,15498,13455,15810,54524,28577,1426,9553,6379,12787,17886",0.9802631578947368,0.9855072463768116,0.9285714285714286
tcga.R-BRCA,4,DC,0.6,"11546,12274,6792,16881,10619,2593,27406,11138,9742,2010,56285,9744,5112,12362,11687,30516,5894,12087,3516,7518,55385,38033,28483,48755,2037,46994,7028,27493,16284,25370,9743,7695,12124,16940,11105,12587,57,9797,7077,1456,6988,9166,42870,12838,11500,13752,4544,17939,45075,1633,3247,45669,7074,2991,11559,12157,24799,6159,32149,4594,4981,6666,17514,11937,11600,13733,7228,13879,15498,13455,15810,54524,28577,1426,9553,6379,12787,17886",0.9802631578947368,0.9855072463768116,0.9285714285714286
tcga.R-BRCA,4,DC,0.65,"11546,12274,6792,16881,10619,2593,27406,11138,9742,2010,56285,9744,5112,12362,11687,30516,5894,12087,3516,7518,55385,38033,28483,48755,2037,46994,7028,27493,16284,25370,9743,7695,12124,16940,11105,12587,57,9797,7077,1456,6988,9166,42870,12838,11500,13752,4544,17939,45075,1633,3247,45669,7074,2991,11559,12157,24799,6159,32149,4594,4981,6666,17514,11937,11600,13733,7228,13879,15498,13455,15810,54524,28577,1426,9553,6379,12787,17886",0.9802631578947368,0.9855072463768116,0.9285714285714286
tcga.R-BRCA,4,DC,0.7,"11546,12274,6792,16881,10619,2593,27406,11138,9742,2010,56285,9744,5112,12362,11687,30516,5894,12087,3516,7518,55385,38033,28483,48755,2037,46994,7028,27493,16284,25370,9743,7695,12124,16940,11105,12587,57,9797,7077,1456,6988,9166,42870,12838,11500,13752,4544,17939,45075,1633,3247,45669,7074,2991,11559,12157,24799,6159,32149,4594,4981,6666,17514,11937,11600,13733,7228,13879,15498,13455,15810,54524,28577,1426,9553,6379,12787,17886",0.9802631578947368,0.9855072463768116,0.9285714285714286
tcga.R-BRCA,4,DC,0.75,"11546,12274,6792,16881,10619,2593,27406,11138,9742,2010,56285,9744,5112,12362,11687,30516,5894,12087,3516,7518,55385,38033,28483,48755,2037,46994,7028,27493,16284,25370,9743,7695,12124,16940,11105,12587,57,9797,7077,1456,6988,9166,42870,12838,11500,13752,4544,17939,45075,1633,3247,45669,7074,2991,11559,12157,24799,6159,32149,4594,4981,6666,17514,11937,11600,13733,7228,13879,15498,13455,15810,54524,28577,1426,9553,6379,12787,17886",0.9802631578947368,0.9855072463768116,0.9285714285714286
tcga.R-BRCA,4,DC,0.8,"11546,12274,6792,16881,10619,2593,27406,11138,9742,2010,56285,9744,5112,12362,11687,30516,5894,12087,3516,7518,55385,38033,28483,48755,2037,46994,7028,27493,16284,25370,9743,7695,12124,16940,11105,12587,57,9797,7077,1456,6988,9166,42870,12838,11500,13752,4544,17939,45075,1633,3247,45669,7074,2991,11559,12157,24799,6159,32149,4594,4981,6666,17514,11937,11600,13733,7228,13879,15498,13455,15810,54524,28577,1426,9553,6379,12787,17886",0.9802631578947368,0.9855072463768116,0.9285714285714286
tcga.R-BRCA,4,DC,0.85,"11546,12274,6792,16881,10619,2593,27406,11138,9742,2010,56285,9744,5112,12362,11687,30516,5894,12087,3516,7518,55385,38033,28483,48755,2037,46994,7028,27493,16284,25370,9743,7695,12124,16940,11105,12587,57,9797,7077,1456,6988,9166,42870,12838,11500,13752,4544,17939,45075,1633,3247,45669,7074,2991,11559,12157,24799,6159,32149,4594,4981,6666,17514,11937,11600,13733,7228,13879,15498,13455,15810,54524,28577,1426,9553,6379,12787,17886",0.9802631578947368,0.9855072463768116,0.9285714285714286
tcga.R-BRCA,4,DC,0.9,"11546,12274,6792,16881,10619,2593,27406,11138,9742,2010,56285,9744,5112,12362,11687,30516,5894,12087,3516,7518,55385,38033,28483,48755,2037,46994,7028,27493,16284,25370,9743,7695,12124,16940,11105,12587,57,9797,7077,1456,6988,9166,42870,12838,11500,13752,4544,17939,45075,1633,3247,45669,7074,2991,11559,12157,24799,6159,32149,4594,4981,6666,17514,11937,11600,13733,7228,13879,15498,13455,15810,54524,28577,1426,9553,6379,12787,17886",0.9802631578947368,0.9855072463768116,0.9285714285714286
tcga.R-BRCA,1,HSIC,0.1,,,,
tcga.R-BRCA,1,HSIC,0.15,,,,
tcga.R-BRCA,1,HSIC,0.2,,,,
tcga.R-BRCA,1,HSIC,0.25,,,,
tcga.R-BRCA,1,HSIC,0.3,,,,
tcga.R-BRCA,1,HSIC,0.35,,,,
tcga.R-BRCA,1,HSIC,0.4,,,,
tcga.R-BRCA,1,HSIC,0.45,,,,
tcga.R-BRCA,1,HSIC,0.5,"7518,11937",0.9868421052631579,0.9927536231884058,0.9285714285714286
tcga.R-BRCA,1,HSIC,0.55,"7518,11937",0.9868421052631579,0.9927536231884058,0.9285714285714286
tcga.R-BRCA,1,HSIC,0.6,"7518,11937",0.9868421052631579,0.9927536231884058,0.9285714285714286
tcga.R-BRCA,1,HSIC,0.65,"7518,11937",0.9868421052631579,0.9927536231884058,0.9285714285714286
tcga.R-BRCA,1,HSIC,0.7,"12087,35617,10619,42335,11687,14268,7518,45075,12838,9166,17514,1633,11937",1.0,1.0,1.0
tcga.R-BRCA,1,HSIC,0.75,"11546,12087,35617,10619,42335,11687,14268,7518,45075,12838,12274,9166,37584,2609,17514,1633,11937",1.0,1.0,1.0
tcga.R-BRCA,1,HSIC,0.8,"11546,12087,35617,10619,42335,11687,14268,7518,45075,12838,12274,9166,37584,2609,17514,1633,11937",1.0,1.0,1.0
tcga.R-BRCA,1,HSIC,0.85,"11546,12087,35617,10619,9162,53850,2593,27272,3227,16284,42335,28483,11687,14268,17631,11138,12362,12554,3516,11525,7518,5112,45075,12838,27493,12274,46662,9166,37584,2609,46278,26383,9965,17514,1633,11937,1,9743",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,1,HSIC,0.9,"11546,12087,35617,12371,10619,9162,9744,53850,30516,2593,27272,3227,48755,16284,42335,25676,28483,11687,14268,17631,11138,12362,12554,3226,37382,3516,11525,7518,5112,45075,12838,15193,27493,7074,43915,12274,46662,9166,25370,37584,2609,46278,7393,26383,9965,11323,17514,1633,55155,46994,11937,1,9743",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,5,pearson_correlation,0.1,,,,
tcga.R-BRCA,5,pearson_correlation,0.15,,,,
tcga.R-BRCA,5,pearson_correlation,0.2,,,,
tcga.R-BRCA,5,pearson_correlation,0.25,,,,
tcga.R-BRCA,5,pearson_correlation,0.3,,,,
tcga.R-BRCA,5,pearson_correlation,0.35,,,,
tcga.R-BRCA,5,pearson_correlation,0.4,,,,
tcga.R-BRCA,5,pearson_correlation,0.45,,,,
tcga.R-BRCA,5,pearson_correlation,0.5,,,,
tcga.R-BRCA,5,pearson_correlation,0.55,"4211,10543,6132,2969,8523,3182,1689,22071,13364,12082,9759,17414,8465,1980,22172,11549,14949,496,7944,19821",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,5,pearson_correlation,0.6,"4211,10543,6132,2969,8523,3182,1689,22071,13364,12082,9759,17414,8465,1980,22172,11549,14949,496,7944,19821",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,5,pearson_correlation,0.65,"4211,10543,6132,2969,2825,8523,3182,1689,22071,13364,8372,12082,9759,17414,8465,1980,22172,11549,14949,496,7944,19821,499,344,5735",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,5,pearson_correlation,0.7,"4211,10543,6132,2969,2825,8523,3182,1689,22071,13364,8372,12082,9759,17414,8465,1980,22172,11549,14949,496,7944,19821,499,344,5735",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,5,pearson_correlation,0.75,"4211,10543,6132,2969,2825,8523,3182,1689,22071,13364,8372,12082,9759,17414,8465,1980,22172,11549,14949,496,7944,19821,499,344,5735",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,5,pearson_correlation,0.8,"4211,10543,6132,2969,2825,8523,3182,2838,9511,1689,6642,13818,11232,22071,24081,857,13364,8372,14594,8426,12082,10522,9759,10671,17414,5370,8465,1980,22172,151,2917,11549,4746,6305,8357,20324,14949,12116,496,7532,7944,4173,19821,6544,17321,499,1157,344,5735",0.993421052631579,1.0,0.9285714285714286
